etrait.name	chr	start	stop
Bra004158	A07	17124880	17127434
Bra004159	A07	17135379	17138071
Bra004160	A07	17139613	17143311
Bra004161	A07	17144410	17145883
Bra004162	A07	17147865	17153297
Bra004163_Bra004164	A07	17149560	17150162
Bra004165	A07	17170919	17171805
Bra004166	A07	17172989	17174309
Bra004167	A07	17176399	17178958
Bra004168	A07	17178954	17181233
Bra004169	A07	17185863	17187509
Bra004170	A07	17199541	17201388
Bra004171	A07	17204317	17205740
Bra004172	A07	17205960	17208692
Bra004173	A07	17208940	17210879
Bra004174	A07	17212639	17214046
Bra004175	A07	17216262	17217764
Bra004176	A07	17219528	17220808
Bra004177	A07	17222986	17225112
Bra004178	A07	17225139	17227659
Bra004179	A07	17253468	17255852
Bra004180	A07	17260316	17261456
Bra004181	A07	17271302	17271748
Bra004182	A07	17277461	17278790
Bra004183	A07	17280914	17282319
Bra004184	A07	17286876	17287880
Bra004185	A07	17289835	17296596
Bra004186	A07	17297026	17298381
Bra004187	A07	17303761	17310019
Bra004188	A07	17315203	17317845
Bra004189	A07	17332577	17334021
Bra004190	A07	17334990	17335758
Bra004191	A07	17335863	17338757
Bra004192	A07	17339875	17349170
Bra004193	A07	17351712	17354887
Bra004194	A07	17355640	17361122
Bra004195	A07	17364840	17368075
Bra004196	A07	17369619	17370102
Bra004197	A07	17370843	17371089
Bra004198	A07	17371397	17375877
Bra004199	A07	17376743	17379068
Bra004200	A07	17384579	17385529
Bra004201	A07	17388030	17388534
Bra004202	A07	17391825	17394684
Bra004203	A07	17396776	17397490
Bra004204	A07	17397714	17400728
Bra004205	A07	17405700	17406489
Bra004206	A07	17407167	17422915
Bra004207	A07	17423158	17424923
Bra004208	A07	17426745	17428479
Bra004209	A07	17432084	17433335
Bra004210	A07	17434818	17439836
Bra004211	A07	17443483	17444986
Bra004212	A07	17449969	17451354
Bra004213	A07	17464757	17468636
Bra004214	A07	17469639	17471507
Bra004215	A07	17472277	17474455
Bra004216	A07	17475456	17478589
Bra004217	A07	17479225	17484160
Bra004218	A07	17486289	17488099
Bra004219	A07	17491394	17493627
Bra004220	A07	17509353	17511269
Bra004221	A07	17517748	17519035
Bra004222	A07	17519372	17524102
Bra004223	A07	17529600	17535347
Bra004224	A07	17535867	17536170
Bra004225	A07	17538537	17539973
Bra004226	A07	17539970	17542222
Bra004227	A07	17546869	17549916
Bra004228	A07	17554009	17554915
Bra004229	A07	17555607	17558711
Bra004230	A07	17563397	17564236
Bra004231	A07	17566082	17567283
Bra004232	A07	17566496	17568564
Bra004233	A07	17572787	17574686
Bra004234	A07	17576606	17577457
Bra004235	A07	17579061	17581602
Bra004236	A07	17582672	17585620
Bra004237	A07	17585781	17589106
Bra004238	A07	17590951	17592962
Bra004239	A07	17593838	17596838
Bra004240	A07	17598476	17599750
Bra004241	A07	17600668	17602623
Bra004242	A07	17602788	17603134
Bra004243	A07	17602788	17605881
Bra004244	A07	17606986	17613215
Bra004245	A07	17613888	17616225
Bra004246	A07	17626990	17629560
Bra004247	A07	17628964	17632415
Bra004248	A07	17632643	17633750
Bra004249	A07	17634720	17639161
Bra004250	A07	17642206	17643602
Bra004251	A07	17644731	17646878
Bra004252	A07	17649874	17651990
Bra004253	A07	17654310	17656832
Bra004254	A07	17666011	17667925
Bra004255	A07	17673237	17675546
Bra004256	A07	17677653	17678870
Bra004257	A07	17679380	17680561
Bra004258	A07	17683193	17687535
Bra004259	A07	17689685	17692230
Bra004260	A07	17692804	17695912
Bra004261	A07	17699664	17700724
Bra004262	A07	17703061	17704450
Bra004263	A07	17705164	17707407
Bra004264	A07	17709417	17710954
Bra004265	A07	17714952	17715889
Bra004266	A07	17717448	17718049
Bra004267	A07	17719394	17720852
Bra004268	A07	17721476	17722933
Bra004269	A07	17721320	17725949
Bra004270	A07	17727238	17733825
Bra004271	A07	17732637	17734973
Bra004272	A07	17735610	17736956
Bra004273	A07	17738312	17739442
Bra004274	A07	17740600	17742052
Bra004275	A07	17742526	17745007
Bra004276	A07	17745315	17746689
Bra004277	A07	17749477	17752560
Bra004278	A07	17755951	17756467
Bra004279	A07	17757546	17760983
Bra004280	A07	17761591	17763558
Bra004281	A07	17763780	17766523
Bra004282	A07	17767046	17768424
Bra004283	A07	17773472	17776143
Bra004284	A07	17782510	17784976
Bra004285	A07	17788606	17790719
Bra004286	A07	17792548	17794948
Bra004287	A07	17797333	17799589
Bra004288	A07	17800812	17804299
Bra004289	A07	17805980	17809999
Bra004290	A07	17811656	17812891
Bra004291	A07	17813757	17814723
Bra004292	A07	17815323	17817072
Bra004293	A07	17817535	17819037
Bra004294	A07	17819329	17821483
Bra004295	A07	17821404	17822188
Bra004296	A07	17822227	17824027
Bra004297	A07	17826576	17827869
Bra004298	A07	17832298	17834018
Bra004299	A07	17835926	17836697
Bra004300	A07	17842985	17844106
Bra004301	A07	17854441	17856751
Bra004302	A07	17858006	17859942
Bra004303	A07	17863555	17868082
Bra004304	A07	17868643	17870481
Bra004305	A07	17872511	17873783
Bra004306	A07	17875806	17880227
Bra004307	A07	17880497	17882634
Bra004308	A07	17882835	17883264
Bra004309	A07	17889528	17891005
Bra004310	A07	17892566	17894727
Bra004311	A07	17898032	17898954
Bra004312	A07	17903794	17905663
Bra004313	A07	17918146	17920258
Bra004314	A07	17930845	17931882
Bra004315	A07	17940126	17941353
Bra004316	A07	17941965	17943196
Bra004317	A07	17944096	17944512
Bra004318	A07	17945328	17947380
Bra004319	A07	17956524	17961024
Bra004320	A07	17978294	17984153
Bra004321	A07	17985461	17986925
Bra004322	A07	17988856	17991834
Bra004323	A07	17992158	17993507
Bra004324	A07	17994050	17996358
Bra004325	A07	17996710	17997503
Bra004326	A07	18000050	18001549
Bra004327	A07	18008710	18010209
Bra004328	A07	18012630	18013409
Bra004329	A07	18013483	18016384
Bra004330	A07	18025178	18027092
Bra004331	A07	18030691	18034642
Bra004332	A07	18035289	18041626
Bra004333	A07	18049733	18051523
Bra004334	A07	18052329	18056639
Bra004335	A07	18070242	18070694
Bra004336	A07	18071928	18074500
Bra004337	A07	18078801	18079630
Bra004338	A07	18096805	18099002
Bra004339	A07	18103333	18106680
Bra004340	A07	18111847	18114813
Bra004341	A07	18116312	18116564
Bra004342	A07	18119278	18120082
Bra004343	A07	18121475	18123132
Bra004344	A07	18127864	18128943
Bra004345	A07	18133913	18135041
Bra004346	A07	18138991	18139951
Bra004347	A07	18143469	18146867
Bra004348	A07	18156228	18158954
Bra004349	A07	18159757	18160803
Bra004350	A07	18161788	18168487
Bra004351	A07	18165132	18168437
Bra004352	A07	18170583	18172150
Bra004353	A07	18175955	18176267
Bra004354	A07	18177482	18183030
Bra004355	A07	18184126	18185876
Bra004356	A07	18186116	18189192
Bra004357	A07	18205372	18208164
Bra004358	A07	18210155	18210887
Bra004359	A07	18214808	18217984
Bra004360	A07	18218203	18219624
Bra004361	A07	18223356	18228227
Bra004362	A07	18235602	18237018
Bra004363	A07	18244186	18246079
Bra004364	A07	18246133	18247860
Bra004365	A07	18258631	18261222
Bra004366	A07	18261773	18267431
Bra004367	A07	18270089	18272842
Bra004368	A07	18279232	18280989
Bra004369	A07	18291131	18296492
Bra004370	A07	18298133	18301728
Bra004371	A07	18306184	18307213
Bra004372	A07	18308209	18308684
Bra004373	A07	18308925	18309660
Bra004374	A07	18314036	18316271
Bra004375	A07	18313837	18320339
Bra004376	A07	18327324	18328987
Bra004377	A07	18329183	18331008
Bra004378	A07	18331293	18332760
Bra004379	A07	18333406	18335423
Bra004380	A07	18338216	18341832
Bra004381	A07	18342152	18345473
Bra004382	A07	18346785	18347751
Bra004383	A07	18348317	18351647
Bra004384	A07	18356652	18357606
Bra004385	A07	18360455	18361687
Bra004386	A07	18362239	18364846
Bra004387	A07	18365988	18367691
Bra004388	A07	18368949	18374038
Bra004389	A07	18380223	18381676
Bra004390	A07	18388974	18390890
Bra004391	A07	18393390	18396578
Bra004392	A07	18411565	18413243
Bra004393	A07	18415297	18417986
Bra004394	A07	18422561	18423964
Bra004395	A07	18425931	18428427
Bra004396	A07	18430887	18432809
Bra004397	A07	18441253	18443277
Bra004398	A07	18447042	18447876
Bra004399	A07	18460685	18461928
Bra004400	A07	18464486	18466869
Bra004401	A07	18467481	18468389
Bra004402	A07	18468908	18471536
Bra004403	A07	18472179	18474143
Bra004404	A07	18478065	18479324
Bra004405	A07	18480031	18481697
Bra004406	A07	18482405	18484288
Bra004407	A07	18498518	18500125
Bra004408	A07	18502465	18504332
Bra004409	A05	3712	4933
Bra004410	A05	6889	7365
Bra004411	A05	7636	9493
Bra004412	A05	9930	11543
Bra004413	A05	11987	18031
Bra004414	A05	18374	19887
Bra004415	A05	22415	23184
Bra004416	A05	26599	30309
Bra004417	A05	30282	31046
Bra004418	A05	31176	42637
Bra004419	A05	43416	46182
Bra004420	A05	52229	60656
Bra004421	A05	62270	62582
Bra004422	A05	63073	63869
Bra004423	A05	63983	65930
Bra004424	A05	71166	71771
Bra004425	A05	71853	73230
Bra004426	A05	74543	74979
Bra004427	A05	76470	79255
Bra004428	A05	85074	86037
Bra004429	A05	87805	88706
Bra004430	A05	89074	89927
Bra004431	A05	90099	93647
Bra004432	A05	95538	99725
Bra004433	A05	101599	102253
Bra004434	A05	103256	104177
Bra004435	A05	105732	107002
Bra004436	A05	107346	109273
Bra004437	A05	109662	110473
Bra004438	A05	110710	116485
Bra004439	A05	117707	118921
Bra004440	A05	137534	138802
Bra004441	A05	138852	141293
Bra004442	A05	141615	143133
Bra004443	A05	145323	147574
Bra004444	A05	148080	149692
Bra004445	A05	153316	155013
Bra004446	A05	157432	158608
Bra004447	A05	158704	161209
Bra004448	A05	165401	167858
Bra004449	A05	169474	171939
Bra004450	A05	173042	176492
Bra004451	A05	178349	183335
Bra004452	A05	186893	189470
Bra004453	A05	198685	200000
Bra004454	A05	200991	201650
Bra004455	A05	202271	204865
Bra004456	A05	222674	226348
Bra004457	A05	228674	231366
Bra004458	A05	247867	249397
Bra004459	A05	250529	251292
Bra004460	A05	251335	255895
Bra004461	A05	256497	259043
Bra004462	A05	257998	258916
Bra004463	A05	259147	262503
Bra004464	A05	262629	265563
Bra004465	A05	268529	269202
Bra004466	A05	274377	276299
Bra004467	A05	290623	296051
Bra004468	A05	298487	301229
Bra004469	A05	301737	303665
Bra004470	A05	304813	306120
Bra004471	A05	306154	309905
Bra004472	A05	310573	311084
Bra004473	A05	311347	312726
Bra004474	A05	319334	320626
Bra004475	A05	320994	322757
Bra004476	A05	327905	331499
Bra004477	A05	339123	342200
Bra004478	A05	343748	349071
Bra004479	A05	355043	357285
Bra004480	A05	357469	358439
Bra004481	A05	360074	362422
Bra004482	A05	362554	365157
Bra004483	A05	365447	367586
Bra004484	A05	369614	376019
Bra004485	A05	379794	380202
Bra004486	A05	384196	388477
Bra004487	A05	389637	391227
Bra004488	A05	392671	394139
Bra004489	A05	409796	411986
Bra004490	A05	413225	413824
Bra004491	A05	416496	418682
Bra004492	A05	421582	422351
Bra004493	A05	424809	425815
Bra004494	A05	438139	440804
Bra004495	A05	443585	447569
Bra004496	A05	448147	451666
Bra004497	A05	451829	453400
Bra004498	A05	453481	456114
Bra004499	A05	456719	458134
Bra004500	A05	458424	460330
Bra004501	A05	461366	463447
Bra004502	A05	468568	470391
Bra004503	A05	471001	473886
Bra004504	A05	474694	476177
Bra004505	A05	477739	479416
Bra004506	A05	480643	482813
Bra004507	A05	483651	485325
Bra004508	A05	486871	489193
Bra004509	A05	501315	503641
Bra004510_Bra004511_Bra004512	A05	518755	532375
Bra004513	A05	529997	532017
Bra004514	A05	545899	549301
Bra004515	A05	560231	561203
Bra004516	A05	577301	578810
Bra004517	A05	592631	594747
Bra004518	A05	595520	596814
Bra004519	A05	599010	601236
Bra004520	A05	602905	604242
Bra004521	A05	605385	605943
Bra004522	A05	610927	612884
Bra004523	A05	612991	615492
Bra004524	A05	614916	615246
Bra004525	A05	617544	619777
Bra004526	A05	633926	644132
Bra004527	A05	645431	647540
Bra004528	A05	648247	649294
Bra004529	A05	649536	650129
Bra004530	A05	651500	654746
Bra004531	A05	669478	672975
Bra004532	A05	676814	678690
Bra004533	A05	679087	680157
Bra004534	A05	680393	681282
Bra004535	A05	681771	684833
Bra004536	A05	685698	687180
Bra004537	A05	687356	690331
Bra004538	A05	698465	702110
Bra004539	A05	705805	706961
Bra004540	A05	714899	716286
Bra004541	A05	717282	720565
Bra004542	A05	722224	722673
Bra004543	A05	724669	727900
Bra004544	A05	732571	733092
Bra004545	A05	735218	740100
Bra004546	A05	742686	743424
Bra004547	A05	743683	745445
Bra004548	A05	758568	759928
Bra004549	A05	765006	766346
Bra004550	A05	770269	773203
Bra004551	A05	775633	778254
Bra004552	A05	780612	782478
Bra004553	A05	783844	787810
Bra004554	A05	788050	789406
Bra004555	A05	789390	791590
Bra004556	A05	792713	793969
Bra004557	A05	795828	796209
Bra004558	A05	797244	798968
Bra004559	A05	800637	802282
Bra004560	A05	802613	804323
Bra004561	A05	805123	806928
Bra004562	A05	809002	811009
Bra004563	A05	812547	813584
Bra004564	A05	814212	815223
Bra004565	A05	816857	818164
Bra004566	A05	818630	819387
Bra004567	A05	821278	823403
Bra004568	A05	829232	831163
Bra004569	A05	832050	832790
Bra004570	A05	834970	835702
Bra004571	A05	837107	845925
Bra004572	A05	847986	849485
Bra004573	A05	852036	853152
Bra004574	A05	854488	855824
Bra004575	A05	860803	862436
Bra004576	A05	864098	867373
Bra004577	A05	868635	869334
Bra004578	A05	875658	876129
Bra004579	A05	876319	877779
Bra004580	A05	878192	879703
Bra004581	A05	881941	883872
Bra004582	A05	885643	888102
Bra004583	A05	888935	891395
Bra004584	A05	892645	895830
Bra004585	A05	896738	896972
Bra004586	A05	898702	900721
Bra004587	A05	906104	908425
Bra004588	A05	915770	918519
Bra004589	A05	921683	924633
Bra004590	A05	924649	930207
Bra004591	A05	930388	932976
Bra004592	A05	935665	938103
Bra004593	A05	948323	949545
Bra004594	A05	958819	962094
Bra004595	A05	962816	964835
Bra004596	A05	965784	968331
Bra004597	A05	971846	972879
Bra004598	A05	974365	976676
Bra004599	A05	977515	979130
Bra004600	A05	985539	988959
Bra004601	A05	989409	991448
Bra004602	A05	991917	994446
Bra004603	A05	994966	997138
Bra004604	A05	1001374	1002785
Bra004605	A05	1005504	1008527
Bra004606	A05	1011009	1013992
Bra004607	A05	1027137	1027738
Bra004608	A05	1034755	1035585
Bra004609	A05	1038191	1039551
Bra004610	A05	1040507	1042439
Bra004611	A05	1050586	1051397
Bra004612	A05	1052790	1053800
Bra004613	A05	1054433	1056985
Bra004614	A05	1062734	1065229
Bra004615	A05	1069785	1071455
Bra004616	A05	1073674	1074189
Bra004617_Bra004618	A05	1075667	1078272
Bra004619	A05	1088319	1089397
Bra004620	A05	1100557	1101849
Bra004621	A05	1105263	1106608
Bra004622	A05	1107347	1111431
Bra004623	A05	1110285	1111439
Bra004624	A05	1112392	1115408
Bra004625	A05	1114970	1117638
Bra004626	A05	1119496	1126238
Bra004627	A05	1126608	1128018
Bra004628	A05	1128963	1132695
Bra004629	A05	1131817	1132153
Bra004630	A05	1132575	1134473
Bra004631	A05	1138657	1140249
Bra004632	A05	1140748	1142279
Bra004633	A05	1149723	1151950
Bra004634	A05	1159803	1161336
Bra004635	A05	1162682	1163869
Bra004637	A05	1170973	1172431
Bra004638	A05	1176035	1178160
Bra004639	A05	1178111	1181314
Bra004640	A05	1183362	1185071
Bra004641	A05	1185337	1187593
Bra004642	A05	1188066	1192248
Bra004643	A05	1194950	1197312
Bra004644	A05	1198562	1199201
Bra004645	A05	1200365	1201025
Bra004646	A05	1204200	1211015
Bra004647	A05	1214149	1214869
Bra004648	A05	1215318	1218169
Bra004649	A05	1220172	1225966
Bra004650	A05	1227574	1228929
Bra004651	A05	1235274	1237693
Bra004652	A05	1243362	1246674
Bra004653	A05	1245867	1252557
Bra004654	A05	1252929	1254021
Bra004655	A05	1254620	1257403
Bra004656	A05	1261904	1264378
Bra004657	A05	1265129	1266941
Bra004658	A05	1269589	1270999
Bra004659	A05	1272513	1273714
Bra004660	A05	1277923	1279216
Bra004661	A05	1281252	1283225
Bra004662	A05	1282634	1287200
Bra004663	A05	1287807	1292290
Bra004664	A05	1292787	1292940
Bra004665	A05	1295591	1298164
Bra004666	A05	1298964	1300877
Bra004667	A05	1303441	1305576
Bra004668	A05	1306109	1307393
Bra004669	A05	1307810	1309583
Bra004670	A05	1310582	1311411
Bra004671	A05	1312591	1314183
Bra004672	A05	1318529	1319199
Bra004673	A05	1320865	1322237
Bra004674	A05	1325128	1327831
Bra004675	A05	1329194	1329825
Bra004676	A05	1330262	1334633
Bra004677	A05	1335278	1336719
Bra004678	A05	1340967	1343073
Bra004679	A05	1343503	1346633
Bra004680	A05	1347258	1348037
Bra004681	A05	1349141	1352515
Bra004682	A05	1352792	1353851
Bra004683	A05	1354283	1354779
Bra004684	A05	1355486	1356529
Bra004685	A05	1358288	1359319
Bra004686	A05	1360265	1361280
Bra004687	A05	1362050	1362761
Bra004688	A05	1361933	1363944
Bra004689	A05	1365479	1367718
Bra004690	A05	1368775	1370100
Bra004691	A05	1370295	1372829
Bra004692	A05	1373758	1374495
Bra004693	A05	1377832	1379148
Bra004694	A05	1382305	1385250
Bra004695	A05	1386201	1387968
Bra004696_Bra004697	A05	1388628	1390926
Bra004698	A05	1394952	1396194
Bra004699	A05	1398655	1400657
Bra004700	A05	1402376	1404682
Bra004701	A05	1405007	1406855
Bra004702	A05	1408591	1410058
Bra004703	A05	1413047	1413422
Bra004704	A05	1418629	1419680
Bra004705	A05	1421632	1424781
Bra004706	A05	1425126	1427668
Bra004707	A05	1428334	1429201
Bra004708	A05	1429456	1432749
Bra004709	A05	1446868	1452889
Bra004710	A05	1453899	1458795
Bra004711	A05	1472516	1475135
Bra004712	A05	1480048	1481726
Bra004713	A05	1482780	1483704
Bra004714	A05	1484208	1487290
Bra004715	A05	1491739	1493325
Bra004716	A05	1495848	1499380
Bra004717	A05	1501542	1502832
Bra004718	A05	1503710	1507979
Bra004719	A05	1509528	1511495
Bra004720	A05	1513965	1516835
Bra004721	A05	1517271	1519059
Bra004722	A05	1519440	1522165
Bra004723	A05	1523024	1526805
Bra004724	A05	1528973	1530865
Bra004725	A05	1528973	1532066
Bra004726	A05	1532135	1534684
Bra004727	A05	1535835	1540375
Bra004728	A05	1547249	1551340
Bra004729	A05	1551663	1552425
Bra004730	A05	1553504	1555622
Bra004731	A05	1556003	1558931
Bra004732	A05	1557745	1558931
Bra004733	A05	1559182	1562459
Bra004734	A05	1563847	1565485
Bra004735	A05	1568655	1570108
Bra004736	A05	1570340	1572559
Bra004737	A05	1577602	1580785
Bra004738	A05	1581046	1584950
Bra004739	A05	1587271	1589502
Bra004740	A05	1596872	1598222
Bra004741	A05	1599226	1602483
Bra004742	A05	1603384	1606190
Bra004743	A05	1606718	1608094
Bra004744	A05	1608332	1609409
Bra004745	A05	1622000	1624145
Bra004746	A05	1627201	1629087
Bra004747	A05	1629723	1631379
Bra004748	A05	1631960	1636086
Bra004749	A05	1650529	1654485
Bra004750	A05	1655760	1661399
Bra004751	A05	1661492	1663708
Bra004752	A05	1663995	1666556
Bra004753	A05	1667097	1668858
Bra004754	A05	1669711	1671400
Bra004755	A05	1672222	1673897
Bra004756	A05	1677200	1679817
Bra004757	A05	1684192	1685144
Bra004758	A05	1688596	1690844
Bra004759	A05	1697079	1700625
Bra004760	A05	1700965	1706981
Bra004761	A05	1707240	1712924
Bra004762	A05	1712977	1716710
Bra004763	A05	1717099	1719638
Bra004764	A05	1723589	1725037
Bra004765	A05	1726608	1728070
Bra004766	A05	1730417	1733550
Bra004767	A05	1737130	1739856
Bra004768	A05	1740166	1740807
Bra004769	A05	1742662	1743466
Bra004770	A05	1758748	1759644
Bra004771	A05	1758713	1761407
Bra004772	A05	1764394	1765841
Bra004773	A05	1775833	1776827
Bra004774	A05	1785726	1786791
Bra004775	A05	1787456	1790076
Bra004776	A05	1791421	1797108
Bra004777	A05	1797441	1799313
Bra004778	A05	1801829	1804718
Bra004779	A05	1805008	1805659
Bra004780	A05	1806493	1807130
Bra004781	A05	1807521	1809777
Bra004782	A05	1810519	1811050
Bra004783	A05	1810113	1814073
Bra004784	A05	1814543	1817314
Bra004785	A05	1816637	1818762
Bra004786	A05	1821869	1825307
Bra004787	A05	1828372	1830567
Bra004788	A05	1830888	1832875
Bra004789	A05	1837888	1839531
Bra004790	A05	1846615	1848000
Bra004791	A05	1849376	1850884
Bra004792	A05	1851233	1853560
Bra004793	A05	1857570	1859190
Bra004794	A05	1860176	1862177
Bra004795	A05	1863095	1865725
Bra004796	A05	1866074	1868706
Bra004797	A05	1868985	1870488
Bra004798	A05	1871247	1871856
Bra004799	A05	1873229	1874031
Bra004800	A05	1874463	1876528
Bra004801	A05	1877445	1879390
Bra004802	A05	1881186	1889019
Bra004803	A05	1892522	1893395
Bra004804	A05	1893869	1896555
Bra004805	A05	1897993	1901156
Bra004806	A05	1902094	1903630
Bra004807	A05	1908180	1909470
Bra004808	A05	1907906	1911975
Bra004809	A05	1912278	1915004
Bra004810	A05	1915042	1918608
Bra004811	A05	1919254	1921345
Bra004812	A05	1921629	1923602
Bra004813	A05	1926039	1927962
Bra004815	A05	1933403	1935814
Bra004816	A05	1936959	1939217
Bra004817	A05	1939781	1941925
Bra004818	A05	1943703	1946066
Bra004819	A05	1947791	1950247
Bra004820	A05	1952416	1954357
Bra004821	A05	1965852	1969721
Bra004822	A05	1970709	1973285
Bra004823	A05	1973758	1977514
Bra004824	A05	1977635	1979536
Bra004825	A05	1983978	1985075
Bra004826	A05	1987162	1988123
Bra004827	A05	1991951	1994051
Bra004828	A05	1995263	1996025
Bra004829	A05	1997546	1999235
Bra004830	A05	1999512	2001286
Bra004831	A05	2002991	2005950
Bra004832	A05	2006110	2009119
Bra004833	A05	2013537	2016475
Bra004834	A05	2019987	2022470
Bra004835	A05	2025543	2029936
Bra004836	A05	2035185	2039288
Bra004837	A05	2042203	2066541
Bra004838	A05	2074676	2077758
Bra004839	A05	2080199	2083391
Bra004840	A05	2086733	2089787
Bra004841	A05	2099726	2101689
Bra004842	A05	2102607	2104660
Bra004843	A05	2105249	2106795
Bra004844	A05	2107658	2109389
Bra004845_Bra004846	A05	2111950	2118361
Bra004847	A05	2123965	2124719
Bra004848	A05	2125453	2127435
Bra004849	A05	2129612	2130962
Bra004850	A05	2132799	2135485
Bra004851	A05	2136241	2137074
Bra004852	A05	2137509	2139679
Bra004853	A05	2139866	2141133
Bra004854	A05	2142791	2145119
Bra004855	A05	2147423	2148384
Bra004856	A05	2149089	2150324
Bra004857	A05	2151339	2153056
Bra004858	A05	2153626	2157786
Bra004859	A05	2158306	2159447
Bra004860_Bra004861	A05	2160276	2162215
Bra004862	A05	2162864	2164595
Bra004863	A05	2164844	2166339
Bra004864	A05	2169532	2171403
Bra004865	A05	2175899	2178012
Bra004866	A05	2179636	2180892
Bra004867	A05	2184211	2186316
Bra004868	A05	2204574	2206112
Bra004869	A05	2207069	2208410
Bra004870	A05	2215897	2218173
Bra004871	A05	2221859	2223239
Bra004872	A05	2227758	2231879
Bra004873	A05	2234839	2235538
Bra004874	A05	2237546	2239507
Bra004875	A05	2247615	2249357
Bra004876	A05	2249914	2251015
Bra004877	A05	2252355	2257252
Bra004878	A05	2263155	2264673
Bra004879	A05	2269700	2274948
Bra004880	A05	2275276	2277507
Bra004881	A05	2278324	2283046
Bra004882	A05	2283245	2286913
Bra004883	A05	2286938	2289049
Bra004884	A05	2289966	2294609
Bra004885	A05	2296131	2297430
Bra004886	A05	2302320	2303570
Bra004887	A05	2305200	2306231
Bra004888	A05	2310213	2311320
Bra004889	A05	2314365	2315632
Bra004890	A05	2323210	2326057
Bra004891	A05	2331493	2332478
Bra004892	A05	2332986	2339304
Bra004893	A05	2344548	2348417
Bra004894	A05	2347474	2349554
Bra004895	A05	2349684	2352843
Bra004896	A05	2353962	2357543
Bra004897	A05	2364882	2367127
Bra004898	A05	2367651	2370453
Bra004899	A05	2371016	2378801
Bra004900	A05	2390547	2390923
Bra004901	A05	2393275	2394869
Bra004902	A05	2400430	2405197
Bra004903	A05	2403355	2405194
Bra004904	A05	2408458	2409556
Bra004905	A05	2409398	2410598
Bra004906	A05	2411255	2412722
Bra004907	A05	2413209	2417866
Bra004908	A05	2423167	2423825
Bra004909	A05	2429629	2430068
Bra004910	A05	2431902	2433701
Bra004911	A05	2444685	2446721
Bra004912	A05	2457509	2459330
Bra004913	A05	2459499	2460842
Bra004914	A05	2462992	2467476
Bra004915	A05	2469393	2471143
Bra004916	A05	2471577	2473408
Bra004917	A05	2474021	2477998
Bra004918	A05	2478831	2481640
Bra004919	A05	2481626	2484194
Bra004920	A05	2485061	2501440
Bra004921	A05	2502479	2505578
Bra004922	A05	2508892	2509930
Bra004923	A05	2511968	2516388
Bra004924	A05	2517625	2519273
Bra004925	A05	2520014	2520989
Bra004926	A05	2521758	2522993
Bra004927	A05	2526122	2528264
Bra004928	A05	2530112	2533449
Bra004929	A05	2539385	2541094
Bra004930	A05	2542120	2544681
Bra004931	A05	2546551	2549326
Bra004932	A05	2550078	2551749
Bra004933	A05	2552465	2555474
Bra004934	A05	2556566	2560723
Bra004935	A05	2561869	2564024
Bra004936	A05	2564334	2565644
Bra004937	A05	2568820	2571697
Bra004938	A05	2571711	2573838
Bra004939	A05	2574066	2574840
Bra004940	A05	2575725	2577936
Bra004941	A05	2578414	2580575
Bra004942	A05	2582124	2584923
Bra004943	A05	2586401	2586830
Bra004944	A05	2587193	2591208
Bra004945	A05	2592455	2594746
Bra004946	A05	2594817	2597785
Bra004947	A05	2603472	2606441
Bra004948	A05	2607203	2608936
Bra004949	A05	2609004	2612120
Bra004950	A05	2615630	2617568
Bra004951	A05	2617913	2620159
Bra004952	A05	2635510	2635977
Bra004953	A05	2642705	2644317
Bra004954	A05	2644602	2646360
Bra004955	A05	2646278	2647164
Bra004956	A05	2647518	2649751
Bra004957	A05	2651972	2653649
Bra004958	A05	2651919	2657398
Bra004959	A05	2659256	2661445
Bra004960	A05	2661738	2663839
Bra004961	A05	2663968	2665958
Bra004962	A05	2666238	2667341
Bra004963	A05	2667866	2669326
Bra004964	A05	2670233	2672596
Bra004965	A05	2673742	2674845
Bra004966	A05	2680563	2682949
Bra004967	A05	2688101	2689125
Bra004968	A05	2691255	2693548
Bra004969	A05	2710646	2713126
Bra004970	A05	2715419	2718081
Bra004971	A05	2720572	2721334
Bra004972	A05	2725275	2726122
Bra004973	A05	2731032	2733107
Bra004974	A05	2736987	2739002
Bra004975	A05	2754240	2755323
Bra004977	A05	2755724	2757332
Bra004978	A05	2770915	2772184
Bra004979	A05	2774017	2777006
Bra004980	A05	2787980	2789644
Bra004981	A05	2794426	2795080
Bra004982	A05	2795337	2797903
Bra004983	A05	2803918	2808870
Bra004984	A05	2825575	2828317
Bra004985	A05	2829772	2830507
Bra004986	A05	2831741	2834861
Bra004987	A05	2835113	2837863
Bra004988	A05	2838802	2839645
Bra004989	A05	2839899	2841584
Bra004990	A05	2842519	2845600
Bra004991	A05	2849284	2850273
Bra004992	A05	2852391	2856035
Bra004993	A05	2855703	2859109
Bra004994	A05	2866453	2868159
Bra004995	A05	2869400	2871007
Bra004996	A05	2883234	2885111
Bra004997	A05	2888516	2890964
Bra004998	A05	2893394	2894982
Bra004999	A05	2895828	2899837
Bra005000	A05	2900255	2903777
Bra005001	A05	2904325	2910504
Bra005002	A05	2913468	2914866
Bra005003	A05	2914968	2916648
Bra005004	A05	2916881	2919690
Bra005005	A05	2920420	2923333
Bra005006	A05	2931998	2934005
Bra005007	A05	2937326	2938363
Bra005008	A05	2944141	2946111
Bra005009	A05	2949138	2951330
